p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Marker_Rank
4.478844388526439e-41,1.8153147061262984,0.521,0.22,8.476213005286287e-37,14,HSPA1B,31
1.4187772265157702e-40,2.26789901242478,0.296,0.08,2.6850359011810953e-36,14,NCR1,32
1.25228751409636e-38,1.4252860830014134,0.554,0.239,2.3699541204273615e-34,14,CEBPD,33
3.4853636427565325e-36,1.250531347274692,0.618,0.294,6.596050693916738e-32,14,TXNIP,34
5.0972556604380385e-36,0.3865730699501415,0.974,0.914,9.646556337378988e-32,14,ACTG1,35
3.7117716915117734e-34,0.6073041717392167,0.918,0.719,7.024527926186031e-30,14,GZMA,36
2.6245831326466015e-33,0.9615628201841816,0.723,0.541,4.967023578533693e-29,14,EIF3G,37
4.1660397764706536e-33,1.4989344930606392,0.509,0.245,7.884230276970711e-29,14,ARPC5L,38
5.8406632172971596e-33,1.48814736625439,0.569,0.284,1.1053455138734875e-28,14,HSPA1A,39
1.2447841205184578e-32,0.5348563753158144,0.906,0.801,2.355753948081181e-28,14,HCST,40
2.3149690026625813e-31,0.3931820248590756,0.981,0.911,4.381078837538936e-27,14,ATP5F1E,41
3.733271341223778e-29,0.4837997890311576,0.91,0.806,7.0652160132660015e-25,14,RAC2,42
6.0320131140760875e-28,1.2742242212891155,0.539,0.292,1.1415584818388995e-23,14,MATK,43
9.841873267426494e-28,0.7729937062078833,0.772,0.566,1.862574515860464e-23,14,CTSW,44
2.5960005581012878e-27,0.5499775157919213,0.858,0.742,4.912931056206688e-23,14,CLIC1,45
5.19855710665869e-27,1.7995147733434318,0.326,0.123,9.838269324351573e-23,14,FGR,46
7.091405376521954e-27,0.928272567555802,0.682,0.474,1.3420484675067798e-22,14,STK17A,47
8.0226973912993105e-25,0.8435047701415241,0.685,0.482,1.5182954813033944e-20,14,CD247,48
1.4621079096115192e-24,1.5261805763741965,0.393,0.179,2.7670392189397996e-20,14,AGTRAP,49
4.291613140804607e-22,1.3034987623031933,0.446,0.231,8.12187786897272e-18,14,PLEK,50
0,15.420925298298132,0.297,0,0,15,DPEP1,1
0,11.796903985837089,0.56,0,0,15,SDC1,2
0,9.254446785220148,0.303,0.001,0,15,IGF1,3
0,9.01180817148303,0.766,0.001,0,15,TNFRSF17,4
0,8.879289857737788,0.251,0.001,0,15,IGKV3OR2-268,5
0,8.451369384232112,0.337,0.002,0,15,IGHG4,6
0,8.25979932768843,0.977,0.007,0,15,DERL3,7
0,8.145501637317341,0.257,0.001,0,15,AC104699.1,8
0,7.88601112478398,0.354,0.001,0,15,AC012236.1,9
0,7.827224815278403,0.263,0.002,0,15,IGLV6-57,10
0,7.805037787486956,0.366,0.002,0,15,LINC02362,11
0,7.730834093689866,0.737,0.005,0,15,IGLL5,12
0,7.535154051368046,0.337,0.001,0,15,AL133467.1,13
0,7.383274089085738,0.343,0.001,0,15,PKHD1L1,14
0,7.381207533242117,0.297,0.003,0,15,IGHA2,15
0,7.236863878040593,0.834,0.008,0,15,TXNDC5,16
0,7.230167962822928,0.446,0.006,0,15,IGHG3,17
0,7.175047436113001,0.72,0.005,0,15,FCRL5,18
0,7.073238147258859,0.931,0.026,0,15,JCHAIN,19
0,7.03111928163042,0.514,0.005,0,15,IGLV3-1,20
0,7.025130207618877,0.366,0.002,0,15,CAV1,21
0,7.0249939442448985,0.28,0.001,0,15,PYCR1,22
0,6.963001413571467,0.394,0.008,0,15,IGHG2,23
0,6.950135132542078,0.617,0.006,0,15,GAS6,24
0,6.906205065114112,0.354,0.009,0,15,IGLC2,25
0,6.778123235326596,0.64,0.023,0,15,IGHG1,26
0,6.723872348536606,1,0.028,0,15,MZB1,27
0,6.698705000389147,0.417,0.004,0,15,JSRP1,28
0,6.666787609260158,0.611,0.014,0,15,IGHA1,29
0,6.664405708998093,0.457,0.004,0,15,AC007569.1,30
0,6.450299960740692,0.263,0.002,0,15,B9D1,31
0,6.375535544452363,0.32,0.003,0,15,GAB1,32
0,6.359439906534444,0.743,0.037,0,15,IGKC,33
0,6.0660157243723605,0.269,0.003,0,15,SSPN,34
0,5.921339700863703,0.72,0.016,0,15,TRIB1,35
0,5.896373131948188,0.829,0.014,0,15,POU2AF1,36
0,5.892291528399441,0.251,0.003,0,15,CCR10,37
0,5.793712844234448,0.326,0.004,0,15,PDIA5,38
0,5.792528172812433,0.326,0.005,0,15,ABCB9,39
0,5.678488949211937,0.554,0.01,0,15,COBLL1,40
0,5.613287000512275,0.491,0.02,0,15,IGKV4-1,41
0,5.5217123205403515,0.309,0.004,0,15,COL9A3,42
0,5.4523756049741205,0.657,0.014,0,15,CLIC4,43
0,5.34661997422167,0.571,0.009,0,15,CPNE5,44
0,5.34647332410177,0.297,0.005,0,15,DENND5B,45
0,5.337677929700801,0.554,0.011,0,15,BLNK,46
0,5.316568259858352,0.457,0.009,0,15,TNFRSF13B,47
0,5.075940780297055,0.474,0.009,0,15,PNOC,48
0,4.993283558259857,0.297,0.005,0,15,PIP5K1B,49
0,4.672672577973797,0.703,0.024,0,15,GNG7,50
0,11.593656307131925,0.82,0,0,16,SCT,1
0,11.563920179698282,0.656,0,0,16,PTCRA,2
0,11.549990757151791,0.738,0,0,16,LRRC26,3
0,11.42767230417812,0.311,0,0,16,ASIP,4
0,11.357390025685923,0.328,0,0,16,AC097375.1,5
0,10.316965587668728,0.262,0,0,16,KCNK17,6
0,10.294802186239275,0.869,0.001,0,16,CLEC4C,7
0,10.199875349516407,0.475,0,0,16,SHD,8
0,10.185652799003597,0.393,0,0,16,DRD4,9
0,10.102187119852676,0.41,0,0,16,KRT5,10
0,9.986988049569977,0.295,0,0,16,RET,11
0,9.747617705476618,1,0.002,0,16,LILRA4,12
0,9.17837851013566,0.295,0.001,0,16,P3H2,13
0,8.998709180073762,0.525,0.001,0,16,LAMP5,14
0,8.812569420024165,0.607,0.001,0,16,PTPRS,15
0,8.695131052783093,0.426,0.001,0,16,SCN9A,16
0,8.663396597211776,0.934,0.004,0,16,SERPINF1,17
0,8.574365257531099,0.279,0,0,16,RGS7,18
0,8.379960724308773,0.41,0.001,0,16,SCAMP5,19
0,8.220041541652519,0.787,0.003,0,16,EGLN3,20
0,8.094108091250275,0.574,0.002,0,16,TNFRSF21,21
0,7.948616701067444,0.311,0.002,0,16,SH3BP4,22
0,7.726863443376683,0.295,0.001,0,16,CRYM,23
0,7.567832993808527,0.279,0.002,0,16,SERPINF2,24
0,7.344940385441873,0.689,0.004,0,16,TPM2,25
0,7.342643141703454,0.475,0.002,0,16,EPHB1,26
0,7.268379197720781,0.951,0.008,0,16,IL3RA,27
0,7.185490897245917,0.689,0.005,0,16,P2RY6,28
0,7.130330207772092,0.295,0.001,0,16,PPM1J,29
0,7.085349161743693,0.754,0.006,0,16,MYBL2,30
0,7.085291415795355,0.475,0.002,0,16,PACSIN1,31
0,7.043668191195621,0.377,0.002,0,16,GPM6B,32
0,6.895353421644057,0.525,0.004,0,16,RHEX,33
0,6.648146158731576,0.639,0.004,0,16,DNASE1L3,34
0,6.6130245732918285,0.361,0.002,0,16,TLR9,35
0,6.464942224604863,0.328,0.003,0,16,CALCRL,36
0,6.463142779142242,0.967,0.017,0,16,PLD4,37
0,6.366451406373162,0.836,0.012,0,16,LILRB4,38
0,6.24921829039478,0.656,0.006,0,16,MAP1A,39
0,6.184692234666748,0.426,0.005,0,16,FCER1A,40
0,6.143589132254182,0.459,0.005,0,16,ST14,41
0,5.890077049059279,0.459,0.007,0,16,MILR1,42
0,5.837546637091416,0.475,0.007,0,16,CSF2RB,43
0,5.835784441610326,0.639,0.01,0,16,GAS6,44
0,5.696682519688076,0.852,0.015,0,16,TSPAN13,45
0,5.5568526150765765,0.754,0.012,0,16,BCL11A,46
0,5.442558634258347,0.574,0.008,0,16,CIB2,47
0,5.428252274554953,0.607,0.013,0,16,SULF2,48
0,5.287044501900075,0.738,0.015,0,16,SMPD3,49
0,5.269888515170221,0.984,0.031,0,16,TCF4,50
0,3.265762985824709,0.259,0.023,0,2,LEF1,1
0,3.1075655451619357,0.466,0.061,0,2,CCR7,2
0,2.532409144120595,0.301,0.049,0,2,CD4,3
0,1.8772973140845628,0.591,0.171,0,2,GPR183,4
0,1.5917416256174128,0.848,0.275,0,2,IL7R,5
0,1.248546861347411,0.833,0.359,0,2,LTB,6
3.260795998470279e-291,2.0566117868431273,0.333,0.078,6.171056427105003e-289,2,S1PR1,7
1.2347193507517498e-241,1.4087908100188304,0.553,0.238,2.336706371297687e-237,2,LMNA,8
6.824717827967606e-235,1.4554197704468868,0.427,0.14,1.2915778489428694e-230,2,ICOS,9
2.3456767147510845e-230,0.89835320301014,0.815,0.478,4.4391931826664284e-226,2,LDHB,10
1.0318727796468575e-221,1.3898205978020894,0.451,0.161,1.952819235481678e-217,2,FLT3LG,11
2.48139348670621e-215,1.834174050127222,0.309,0.088,4.696037173591502e-211,2,TNFRSF4,12
2.917563829122709e-207,1.7376526033776192,0.321,0.095,5.521489546614725e-203,2,SELL,13
2.675532048920539e-192,1.2235182246726888,0.45,0.168,5.063444402582119e-188,2,CD28,14
1.2063462360053671e-182,0.8697904969924757,0.758,0.428,2.2830102516401573e-178,2,RGCC,15
8.365402796145335e-171,1.4096620416836825,0.36,0.13,1.5831524791705044e-166,2,PLK3,16
5.139376465694419e-167,1.044264445657852,0.507,0.217,9.726269961326685e-163,2,CD5,17
5.7243133738369376e-167,0.9547288145909644,0.648,0.37,1.0833263059986406e-162,2,KLF2,18
3.669441577102991e-164,1.4611871730272716,0.29,0.09,6.944418184667412e-160,2,PDE3B,19
4.438783566017066e-155,0.5681881806591833,0.915,0.671,8.400397898687298e-151,2,FXYD5,20
6.089631644368697e-152,1.200796273905085,0.406,0.166,1.1524627886967758e-147,2,P2RY10,21
1.2739283266428254e-150,1.1649335078788736,0.373,0.142,2.4109093581715464e-146,2,AQP3,22
2.7372378505390166e-147,1.0851066376456182,0.459,0.206,5.180222632145088e-143,2,TMEM123,23
2.0550260567900673e-139,0.7156469661169638,0.773,0.448,3.8891368124752023e-135,2,SPOCK2,24
3.227533153598953e-138,0.5798475359710524,0.927,0.619,6.10810649318602e-134,2,CD52,25
5.586509212334881e-127,0.5046726293138009,0.932,0.707,1.0572468684343764e-122,2,VIM,26
4.283469613967769e-125,1.1041472550360063,0.397,0.177,8.106466244434003e-121,2,SC5D,27
1.3347181986100218e-124,0.8480202885888823,0.616,0.371,2.5259541908694662e-120,2,CD55,28
1.6788920298046143e-122,1.187180868881495,0.294,0.109,3.177303166405232e-118,2,CD82,29
5.681088550427804e-118,0.26889780322259593,0.994,0.962,1.075146008168462e-113,2,FTH1,30
1.7445499394179327e-116,1.172169156421033,0.295,0.113,3.3015607603484376e-112,2,RCAN3,31
1.2132553602422995e-115,0.8730328159707432,0.523,0.271,2.296085769258552e-111,2,PRDX2,32
1.6952580910665997e-113,1.264447777579474,0.284,0.11,3.2082759373435392e-109,2,TCF7,33
1.676970641842859e-110,0.6269904336844276,0.757,0.583,3.17366693968761e-106,2,ANXA1,34
1.7033706864441342e-110,0.968709234216344,0.408,0.19,3.2236290240955223e-106,2,TRAT1,35
3.9179055097639905e-110,0.7302551534286501,0.64,0.368,7.4146361772283505e-106,2,RHOH,36
7.759659217690255e-110,1.0516375643011355,0.35,0.152,1.4685155069478802e-105,2,SNX9,37
1.315114546639538e-109,0.4269247423836205,0.939,0.753,2.4888542795153255e-105,2,EEF1G,38
7.807839883153779e-109,0.8104546020814893,0.561,0.316,1.4776336978868522e-104,2,NDFIP1,39
8.344978156935541e-109,0.9447794643705424,0.417,0.201,1.579287116200051e-104,2,FOXP1,40
4.717678773593665e-107,0.5886407447410384,0.791,0.54,8.928207079026011e-103,2,NOP53,41
5.418488279347913e-106,0.7602365274201737,0.586,0.331,1.025448906866593e-101,2,CDKN1B,42
9.54791475352039e-105,0.9267588956089312,0.407,0.193,1.806942867103734e-100,2,ARID5B,43
2.996720138700068e-103,0.5162115190125864,0.891,0.641,5.671292862489878e-99,2,EZR,44
4.599601210218578e-101,0.7859482877221444,0.509,0.271,8.704745290338658e-97,2,PBXIP1,45
5.491785008064187e-101,0.626144178178178,0.713,0.454,1.0393203127761475e-96,2,S100A11,46
9.933719389588162e-101,0.5457765462451754,0.828,0.566,1.8799563944795595e-96,2,LEPROTL1,47
2.0274717716459795e-99,1.18617385970336,0.274,0.11,3.8369903278400165e-95,2,CCR6,48
3.5966960045101556e-99,0.9116392577748664,0.441,0.228,6.806747188535469e-95,2,ICAM2,49
1.878193799994475e-96,0.6363029344272813,0.68,0.426,3.554481766489543e-92,2,SAMSN1,50
0,1.8301479330590549,0.629,0.237,0,3,GIMAP4,1
0,1.6496972834638073,0.626,0.25,0,3,CD8B,2
0,1.5225218958909736,0.733,0.332,0,3,GIMAP7,3
0,0.7878750899422471,0.983,0.768,0,3,CCL5,4
0,0.7117254225691703,0.946,0.786,0,3,PTPRCAP,5
7.212578432384106e-292,0.7397773327020079,0.909,0.702,1.364980468328692e-288,3,GZMA,6
5.060725687670161e-291,0.8902279976888936,0.881,0.592,9.577423363915779e-287,3,CD3D,7
7.557406958425609e-279,1.6262280720295497,0.536,0.192,1.4302392668820467e-274,3,HSPA1B,8
1.936105986268791e-275,1.7236180099189056,0.54,0.212,3.664080579013687e-271,3,LINC00861,9
6.278120201720194e-271,1.4433591682000606,0.624,0.265,1.1881342481755466e-266,3,TXNIP,10
3.10384660870128e-257,0.8076448834198247,0.852,0.655,5.874029706967173e-253,3,RARRES3,11
1.6181690337306188e-252,0.4136914622255281,0.956,0.911,3.062384896335196e-248,3,ACTG1,12
2.7109964426019404e-252,0.6337555320315871,0.951,0.745,5.130560767624172e-248,3,NKG7,13
6.797854661505199e-250,0.5065806097895704,0.97,0.807,1.2864939946898589e-245,3,IL32,14
1.340598668329708e-248,2.1173078356225754,0.376,0.111,2.5370829798139724e-244,3,SIT1,15
4.719395069066295e-237,0.5938470465503594,0.92,0.79,8.93145516820796e-233,3,HCST,16
1.938192340202348e-235,1.4356254917151985,0.583,0.258,3.6680290038329444e-231,3,HSPA1A,17
1.8641247041043113e-232,0.3126369799450477,0.981,0.967,3.5278560025174095e-228,3,PFN1,18
9.138842689965938e-217,0.8629299119864764,0.795,0.545,1.729525979076054e-212,3,CTSW,19
1.7106825987061128e-205,1.5742424714877212,0.491,0.214,3.2374668180513177e-201,3,TRAC,20
1.0174118773240647e-192,0.5606831364264444,0.93,0.732,1.9254519778357927e-188,3,CD3E,21
3.1535624210262063e-190,1.473155161676751,0.502,0.234,5.968116881792095e-186,3,TRAF3IP3,22
6.8185525274868325e-186,0.45032415052786856,0.917,0.853,1.2904110658268828e-181,3,MYL12A,23
4.349806239224265e-185,0.4079539426971448,0.951,0.887,8.23200830773192e-181,3,SH3BGRL3,24
5.8467401093540144e-179,0.8803289212418055,0.722,0.519,1.1064955656952471e-174,3,EVL,25
2.801677774556845e-174,0.8557937303371985,0.76,0.511,5.302175188348827e-170,3,GZMK,26
5.852346887402725e-170,0.9237940578486152,0.709,0.47,1.1075566484409663e-165,3,CD2,27
1.9325560967257124e-168,1.5192225798898562,0.453,0.206,3.657362413053412e-164,3,RCSD1,28
4.389262155735064e-168,0.46211382479814134,0.876,0.8,8.306678629728609e-164,3,RAC2,29
2.3561820405076586e-167,0.5601173036854128,0.842,0.733,4.459074511660744e-163,3,CLIC1,30
5.013023391599278e-167,0.3850456685651315,0.953,0.889,9.487146768601634e-163,3,CD74,31
1.0784069906262707e-165,0.4255504065405318,0.885,0.824,2.040885229760217e-161,3,CORO1A,32
4.0731627875036197e-162,1.5165166341032523,0.437,0.196,7.7084605753506e-158,3,CD27,33
1.7178399907266764e-160,1.6297519683966384,0.377,0.148,3.2510121824502354e-156,3,GIMAP1,34
1.503884873666732e-157,0.6840763134722221,0.775,0.631,2.8461021234142896e-153,3,PSMB9,35
2.410014823190851e-148,1.0405214717811146,0.608,0.354,4.5609530528886854e-144,3,GZMH,36
4.266240261385947e-135,0.7787195255166273,0.703,0.533,8.073859694672905e-131,3,TRBC2,37
1.4312694846907543e-130,0.35225353539088644,0.944,0.877,2.7086774997772528e-126,3,IFITM1,38
4.437530762574903e-129,1.21027401257765,0.484,0.265,8.398026968173002e-125,3,LCP2,39
2.0056941338935798e-126,1.593014256003472,0.328,0.134,3.7957761483936006e-122,3,SIRPG,40
9.955253366618516e-126,0.9412198869650712,0.606,0.388,1.884031699632554e-121,3,CD3G,41
4.31994394114847e-122,1.195203561464346,0.481,0.272,8.17549390862348e-118,3,PPP1R18,42
1.0612212765789599e-119,0.7277430978324828,0.697,0.49,2.0083612659256813e-115,3,HLA-DPB1,43
2.6975444394353035e-119,0.27174180206239873,0.964,0.932,5.105102851631311e-115,3,MT-ATP6,44
2.8221475024136955e-119,0.3861386852501911,0.864,0.813,5.340914148317917e-115,3,PSME1,45
1.0537235211791295e-111,1.3686350502950535,0.386,0.193,1.994171763831502e-107,3,DENND2D,46
2.5223017999163912e-107,1.7752765729953,0.252,0.094,4.773456156341771e-103,3,PTGDR,47
1.3874456621675159e-105,0.2693995912342957,0.924,0.901,2.625740915652024e-101,3,SERF2,48
1.5554673864991467e-104,0.6636406518212672,0.72,0.487,2.9437220289496353e-100,3,HLA-DRB1,49
1.3417019330171536e-103,0.7201400142457337,0.651,0.488,2.5391709082349634e-99,3,LCK,50
0,5.297677353321653,0.28,0.006,0,4,ADGRG3,1
0,3.962484563333584,0.488,0.032,0,4,B3GNT7,2
0,3.7606163839668616,0.473,0.036,0,4,GRAMD2B,3
0,3.1619825642621073,0.366,0.042,0,4,KRT86,4
0,3.131826655725456,0.331,0.036,0,4,LZTFL1,5
0,3.1268607668405375,0.547,0.055,0,4,SH2D1B,6
0,2.9677758016474343,0.275,0.034,0,4,GSN,7
0,2.922866781106257,0.547,0.073,0,4,LAT2,8
0,2.909896042730995,0.473,0.058,0,4,KLRC1,9
0,2.85774652251537,0.915,0.117,0,4,FCER1G,10
0,2.8225562060723366,0.554,0.08,0,4,IRF8,11
0,2.80748177837257,0.366,0.049,0,4,TOX2,12
0,2.5545940837590058,0.773,0.129,0,4,KLRF1,13
0,2.481981645179085,0.362,0.059,0,4,NCR1,14
0,2.2396285066083266,0.446,0.073,0,4,TRDC,15
0,2.1990422968854135,0.709,0.167,0,4,CLIC3,16
0,2.0721247085364656,0.708,0.19,0,4,XCL1,17
0,2.009734043811988,0.641,0.151,0,4,IFITM3,18
0,1.9493380988493605,0.957,0.242,0,4,TYROBP,19
0,1.92872237702144,0.647,0.17,0,4,CD160,20
0,1.9069269319251447,0.549,0.14,0,4,CD38,21
0,1.7090836854050508,0.689,0.23,0,4,AREG,22
0,1.6516597598477976,0.65,0.208,0,4,CEBPD,23
0,1.5928369690523545,0.846,0.33,0,4,IL2RB,24
0,0.8732299705817321,0.987,0.677,0,4,CD7,25
6.729916650785971e-292,1.0273340218112508,0.919,0.55,1.273636726161245e-292,4,GSTP1,26
1.341941007241862e-292,1.671402579613295,0.618,0.202,2.539623356205224e-292,4,XCL2,27
8.531490803692628e-292,2.65318529536355,0.264,0.04,1.61458463459883e-289,4,TLE1,28
1.5944580854508218e-283,2.4726372647689523,0.299,0.053,3.0175119267156806e-279,4,DHRS3,29
2.4627194817933864e-277,1.70614758011584,0.54,0.167,4.660696619293983e-273,4,FASLG,30
3.397749404432761e-275,2.58325855340789,0.25,0.037,6.430240747889e-271,4,KIR2DL4,31
1.38975570074853e-274,2.212025548921999,0.314,0.059,2.630112663666593e-270,4,TRGC1,32
4.982296392746784e-268,2.32589709395702,0.296,0.054,9.428995923273286e-264,4,ZBTB16,33
5.957149531092411e-267,1.6695728485691148,0.528,0.162,1.127390548759239e-262,4,TNFSF14,34
4.328372594995319e-262,2.463778774623857,0.252,0.04,8.191445136028642e-258,4,NCAM1,35
7.906103940839544e-259,2.235154396581263,0.353,0.082,1.496230170803884e-254,4,RBBP8,36
1.0954021255540499e-258,2.005040213622847,0.422,0.114,2.0730485226110398e-254,4,ICAM1,37
2.2850115294583608e-236,2.116320207531695,0.311,0.066,4.324384319499949e-232,4,IL12RB2,38
1.9065963079156726e-235,2.0835625317676874,0.3,0.062,3.6082335127304096e-231,4,TMIGD2,39
2.748697391004819e-235,1.0184698177048888,0.855,0.453,5.201909812476619e-231,4,CD247,40
6.583776262495197e-235,1.284111104922795,0.704,0.308,1.245979657677216e-230,4,MAP3K8,41
5.9708635514863835e-220,1.2442084525941648,0.687,0.282,1.1299859271187981e-215,4,CMC1,42
1.7717717411469036e-219,1.1293119267517475,0.769,0.326,3.3530780201205144e-215,4,KLRD1,43
6.997834679235043e-216,1.8179134705862603,0.364,0.095,1.324340213045232e-211,4,MCTP2,44
7.013684158719014e-216,1.9087106801333995,0.337,0.083,1.3273397270375737e-211,4,PLCG2,45
2.940811534150113e-215,1.5289370718895514,0.532,0.194,5.5654858283790895e-211,4,SLC16A3,46
5.7785984877243847e-213,1.2706590380261054,0.652,0.265,1.09359976380184e-208,4,MATK,47
1.2434026813811496e-211,1.87695436394142,0.343,0.087,2.3531395745138258e-207,4,FEZ1,48
3.99011125877435e-205,2.015929808142724,0.266,0.055,7.551285557230457e-201,4,TXK,49
4.588816493791002e-199,1.4451849033716333,0.503,0.176,8.68433521449947e-195,4,S1PR5,50
0,3.9846270783476783,0.517,0.031,0,5,IL4I1,1
0,3.431230545042598,0.294,0.021,0,5,IL23R,2
0,3.2188115715862935,0.483,0.038,0,5,SLC4A10,3
0,3.15799885725308,0.321,0.03,0,5,CCL20,4
0,3.131428412484775,0.637,0.059,0,5,TRAV1-2,5
0,2.9577098796579424,0.708,0.081,0,5,CCR6,6
0,2.574143497579332,0.337,0.047,0,5,DPP4,7
0,2.394536773812682,0.461,0.078,0,5,FEZ1,8
0,2.0899044544388743,0.604,0.131,0,5,AQP3,9
0,1.9440630890723627,0.499,0.112,0,5,PBX4,10
0,1.8072736666281444,0.633,0.17,0,5,NCR3,11
0,1.6437422221963829,0.969,0.287,0,5,IL7R,12
0,1.6368083504544313,0.684,0.206,0,5,CEBPD,13
0,1.2620283574602915,0.911,0.37,0,5,LTB,14
9.2329e-303,1.0797784897462774,0.958,0.476,1.747326545e-298,5,KLRB1,15
8.12656e-302,2.3220463706064716,0.351,0.064,1.537951428e-298,5,GPR35,16
1.8761599666498833e-260,1.443965957083722,0.623,0.219,3.550632736884905e-256,5,NINJ1,17
5.2145809981445735e-235,1.2483773554791635,0.698,0.281,9.868594538988605e-231,5,SLC7A5,18
2.117575301409874e-232,1.1419711325428594,0.764,0.337,4.0075112579181866e-228,5,RORA,19
5.051957352624427e-227,1.2596208103042366,0.669,0.261,9.560829289841727e-223,5,LINC01871,20
2.031099229825433e-220,1.0238560081085384,0.825,0.408,3.8438552924446335e-216,5,GPR65,21
5.478619858324273e-218,1.3733830628199917,0.576,0.21,1.036828808187869e-213,5,ZC3H12A,22
1.5360757147769388e-217,1.2829596952632585,0.627,0.236,2.9070232902153563e-213,5,CXCR6,23
5.741769861833244e-217,1.7751153614123751,0.341,0.081,1.0866299463519413e-212,5,TNFRSF25,24
6.089106903030029e-212,1.2896494783910302,0.607,0.23,1.152363481398433e-207,5,PRNP,25
8.202869710243362e-200,1.2530395025664942,0.587,0.224,1.552393092663556e-195,5,PFKFB3,26
2.2333660786282326e-198,1.3321420942566848,0.523,0.182,4.22664530380393e-194,5,TTC39C,27
2.2178620164673236e-197,0.9129808413957696,0.883,0.451,4.1973038661644108e-193,5,SPOCK2,28
1.7880825080074803e-195,1.0455758744599573,0.755,0.353,3.3839461464041565e-191,5,IFNGR1,29
3.143037319082495e-190,1.1922114932731651,0.635,0.271,5.948198126363622e-186,5,SATB1,30
3.7104346598546635e-182,1.573821226422241,0.352,0.097,7.021997593774952e-178,5,SLAMF1,31
3.3311746476992067e-181,1.0568164617545155,0.708,0.333,6.304248020770749e-177,5,NFKB1,32
2.6504072154058344e-175,1.0881712420363838,0.649,0.283,5.01589565515554e-171,5,KDM6B,33
2.289102412267505e-173,1.42575428325279,0.412,0.133,4.332126315216252e-169,5,GPR171,34
3.789533990645132e-168,1.1940876991207818,0.565,0.234,7.171693077295912e-164,5,SERPINB9,35
4.034337987611952e-157,1.7046975646225502,0.285,0.076,7.634984641555617e-153,5,PERP,36
3.7364005924223255e-151,1.4011860106628715,0.406,0.144,7.071138121159251e-147,5,TRAF1,37
4.2504845988308945e-151,1.6148709700983717,0.286,0.078,8.044042103287468e-147,5,DUSP16,38
8.005322713975205e-150,1.4253530664743224,0.277,0.072,1.5150073236198074e-145,5,LST1,39
7.575474001588421e-149,1.154432045810221,0.477,0.177,1.433658454800609e-144,5,CD28,40
5.634291942784152e-146,1.0811028018285422,0.56,0.239,1.0662897501719011e-141,5,NFKB2,41
8.836197224592582e-146,0.8148528542285987,0.803,0.449,1.6722503247541463e-141,5,G3BP2,42
4.797436866240632e-145,1.1146808451591457,0.472,0.175,9.079149269360399e-141,5,CAMK4,43
1.7051948714092496e-142,1.246870161561952,0.461,0.182,3.2270812941420043e-138,5,PHLDA1,44
5.84232828103735e-142,0.9319896569091706,0.689,0.337,1.1056606271863187e-137,5,RELB,45
9.833383536911791e-140,1.3658594981858647,0.327,0.102,1.860967834360557e-135,5,TNF,46
9.546985918644924e-136,1.1119965853918443,0.49,0.195,1.8067670851035514e-131,5,GPR183,47
9.945527530662103e-134,1.288353516187574,0.387,0.14,1.882191085177803e-129,5,DYNLT3,48
2.2150998705640371e-131,1.250716437653665,0.415,0.157,4.1920765050424405e-127,5,PIM1,49
1.110934785306904e-130,1.016511497208215,0.568,0.262,2.102444081193316e-126,5,GYG1,50
0,0.7831753688407184,0.925,0.785,0,6,DUSP2,1
0,0.5471168218222249,0.973,0.937,0,6,BTG1,2
0,0.44161809243640615,0.998,0.992,0,6,HLA-A,3
0,0.36277766694503466,0.991,0.991,0,6,HLA-C,4
0,0.35312961967921197,1,0.999,0,6,B2M,5
0,0.34438867450702926,1,0.998,0,6,MALAT1,6
2.0000000000000002e-307,0.33876120340392113,0.997,0.996,3.7401e-303,6,ACTB,7
6.963786272e-298,0.3637151486093524,0.992,0.991,1.3178965519729e-294,6,TMSB4X,8
3.21956346174017e-291,0.5771183018796853,0.892,0.892,6.093023851343273e-291,6,SARAF,9
1.1834628630692388e-291,0.7869085922047736,0.885,0.733,2.2397034683585342e-292,6,CREM,10
1.4725724591984937e-291,0.3611334223465903,0.985,0.987,2.7868433790331495e-288,6,PTMA,11
7.469739974021879e-291,0.6079799726521409,0.947,0.813,1.4136482900836407e-286,6,IL32,12
1.501338571060091e-277,0.33000873620157556,0.988,0.994,2.8412832457312228e-273,6,HLA-B,13
9.277889089860517e-266,0.3760948961845756,0.962,0.974,1.755840510256103e-261,6,H3F3B,14
1.6203537677428502e-260,0.4287002272017948,0.965,0.934,3.066519505453344e-256,6,SRGN,15
2.809095379958812e-238,0.4354886175456967,0.935,0.941,5.31621300657205e-234,6,HSPA8,16
4.839458375869915e-238,0.6297657487251596,0.889,0.78,9.158674976333813e-234,6,CCL5,17
6.023905028822665e-234,0.6833801387382703,0.867,0.752,1.1400240267046896e-229,6,CXCR4,18
1.0827112192648957e-230,0.48732912227950553,0.86,0.891,2.0490309824588152e-226,6,PTPRC,19
2.0726239359914913e-224,0.5987509587381066,0.869,0.833,3.922440798863898e-220,6,ZFP36L2,20
8.436974433323937e-222,0.42246942438905855,0.88,0.924,1.5966974115065553e-217,6,ARHGDIB,21
1.9462534232068427e-221,0.2512152976908961,0.997,0.997,3.683284603418951e-217,6,EEF1A1,22
3.966369724378458e-220,0.2580931461761571,0.996,0.996,7.50635470338623e-216,6,MT-CO1,23
5.602880106306441e-218,0.3208960068023443,0.976,0.985,1.0603450601184939e-213,6,EIF1,24
