"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.24723473276763e-152,3.11055298312521,0.453,0.07,3.04973836856341e-148,"13","TXK"
3.74051925405236e-152,2.17197361769285,0.811,0.227,9.14631768000883e-148,"13","XCL1"
5.09587590202778e-139,2.4252479801019,0.852,0.311,1.24604357556383e-134,"13","CMC1"
5.97376560168276e-213,1.55034127630075,0.252,0.014,1.46070516492347e-208,"14","IGKV1-9"
1.71306287873299e-201,1.06293225591807,0.32,0.024,4.1887813510779e-197,"14","IGHG1"
3.43379095237017e-190,2.07985973805264,0.296,0.022,8.39630563673553e-186,"14","IGLV1-40"
7.43624867132479e-182,4.83323371783103,0.289,0.022,1.81831152511234e-177,"14","TYMS"
6.69103673950377e-180,2.31384633990631,0.823,0.173,1.63609230354346e-175,"14","KLRF1"
8.83065342097068e-151,2.53269068108141,0.881,0.265,2.15927137449575e-146,"14","GZMB"
7.6020834698779e-139,2.44510604962298,0.69,0.157,1.85886145005454e-134,"14","FCGR3A"
3.18466611911771e-129,2.33838395049017,0.697,0.172,7.78714559446662e-125,"14","GNLY"
1.00546776359369e-125,2.00110304426689,0.551,0.103,2.4585697755393e-121,"14","TRDC"
6.37028766849826e-99,1.53862405400045,0.694,0.182,1.5576627407012e-94,"14","FCER1G"
0,10.5687185841596,0.255,0,0,"15","TNFAIP6"
0,8.74345597623062,0.565,0.001,0,"15","AQP9"
0,8.71991418348405,0.55,0.002,0,"15","EREG"
0,8.01134452452398,0.917,0.008,0,"15","C5AR1"
0,7.97489512204988,0.824,0.008,0,"15","G0S2"
0,7.91249555940767,0.55,0.004,0,"15","APOBEC3A"
0,7.8789056281486,0.255,0.001,0,"15","LIPN"
0,7.861335843838,0.745,0.012,0,"15","IL1B"
0,7.68296697999766,0.367,0.004,0,"15","IL1RN"
0,7.62660434923757,0.284,0.001,0,"15","FCAR"
0,8.12126092088131,0.64,0.006,0,"16","TMEM176A"
0,7.86111302138417,0.808,0.009,0,"16","TMEM176B"
0,7.7228959538922,0.912,0.019,0,"16","S100A8"
0,7.64587411466192,0.348,0.005,0,"16","ASGR1"
0,7.3431872661683,0.324,0.005,0,"16","LMO2"
0,7.29977989162341,0.4,0.005,0,"16","RBP7"
0,7.29034714468463,0.888,0.018,0,"16","CSTA"
0,7.26783579308182,0.736,0.007,0,"16","S100A12"
0,6.93322393922957,0.348,0.005,0,"16","CDA"
0,6.91620258401079,0.452,0.011,0,"16","KCTD12"
0,11.1240415302837,0.331,0,0,"17","CD1E"
0,9.92691800040274,0.272,0.001,0,"17","IDO1"
0,9.74010054840751,0.339,0.001,0,"17","C1QC"
0,9.27047453512503,0.326,0.001,0,"17","RAB7B"
0,8.7028553865141,0.285,0.001,0,"17","FPR3"
0,8.6549147613464,0.343,0.003,0,"17","C1QB"
0,8.40173905114393,0.389,0.004,0,"17","C1QA"
0,8.35087133461697,0.473,0.002,0,"17","CLIC2"
0,8.34454963169683,0.577,0.003,0,"17","CLEC10A"
0,8.24529845310051,0.297,0.001,0,"17","VSIG4"
0,12.9032267775464,0.263,0,0,"18","DPEP1"
0,11.5903913226633,0.551,0,0,"18","SDC1"
0,10.2904467717754,0.365,0.008,0,"18","IGHG2"
0,9.88910393102018,0.282,0.003,0,"18","IGHA2"
