"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"2","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,5,0
"2","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,6,0
"2","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,8,0
"2","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,10,0
"2","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,8,0
"2","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,6,0
"2","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CCR7, GPR183, IL7R, LTB, FTH1, EEF1A1, TPT1, S1PR1, CD4, ANXA1, SARAF, LDHB, LMNA, FLT3LG, VIM, KLF2, FXYD5, RGCC, PABPC1, CCR6, CD52, ZFP36L2, EEF1B2, ICOS, EEF1G, CD55, AQP3, PDE3B, CD28, NOP53, TNFRSF4, PLK3, SELL, SPOCK2, TMEM123, TRAT1, JUNB, TNFAIP3, RACK1, EZR, CD5, CAMK4, KLF3, TCF7, S100A11, LEPROTL1, SC5D, NACA, S100A10, NPM1","",0,5,0
"3","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,5,0
"3","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,6,0
"3","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","IL7R, LTB",2,5,0.4
"3","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","IL7R",1,7,0.142857142857143
"3","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,6,0
"3","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","CCL20, SLC4A10, TRAV1-2, KLRB1, DPP4",5,6,0.833333333333333
"3","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,5,0
"3","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,6,0
"3","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,8,0
"3","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,10,0
"3","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,8,0
"3","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,6,0
"3","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CCL20, IL4I1, SLC4A10, TRAV1-2, CCR6, AQP3, FEZ1, NCR3, CEBPD, IL7R, KLRB1, LTB, SLC7A5, LINC01871, DPP4, S100A4, GPR65, GPR35, SPOCK2, PBX4, RORA, REL, NFKB1, SERPINB9, PRNP, TTC39C, PFKFB3, IFNGR1, ZC3H12A, NINJ1, KDM6B, PABPC1, CXCR6, TNFRSF25, SATB1, PHLDA1, S100A6, DUSP16, TNFAIP3, GPR171, BTG1, G3BP2, TNF, KLRG1, EEF1A1, SLAMF1, RELB, BCL2A1, BIRC3, NFKBIA","",0,5,0
"4","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","CD3D, CD3E, TRBC2, CD3G",4,5,0.8
"4","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","CD8B, CD3D, CD3E, TRBC2",4,6,0.666666666666667
"4","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,5,0
"4","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,7,0
"4","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","NKG7",1,6,0.166666666666667
"4","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,6,0
"4","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","CD3D, CD3E",2,5,0.4
"4","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,6,0
"4","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,8,0
"4","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,10,0
"4","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,8,0
"4","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,6,0
"4","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CCL5, PTPRCAP, GIMAP4, CD8B, GIMAP7, CD3D, GZMA, SIT1, HSPA1B, RARRES3, PFN1, LINC00861, IL32, ACTG1, HSPA1A, TXNIP, HCST, TRAC, CD27, NKG7, CTSW, TRAF3IP3, CLIC1, MYL12A, PSMB9, GZMK, CD2, CD3E, EVL, RCSD1, GIMAP1, CORO1A, TRBC2, SIRPG, SH3BGRL3, ACTB, PPP1R18, LCP2, DENND2D, RAC2, TMSB4X, PSME1, GZMH, EOMES, AC116366.3, CD3G, PTGDR, HLA-DPB1, ARPC5L, PRMT9","",0,5,0
"5","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,5,0
"5","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,6,0
"5","CD4_T","CD4, IL7R, LTB, CCR7, SELL","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,5,0
"5","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,7,0
"5","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","XCL1, XCL2",2,6,0.333333333333333
"5","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,6,0
"5","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","TRDC, TRGC1",2,5,0.4
