"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.42785091006625e-91,0.758582951161126,0.254,0.122,3.49138104529398e-87,"4","HPCAL1"
2.00002147996484e-91,0.425448708245483,0.88,0.717,4.89045252281003e-87,"4","HLA-DRB1"
7.26361758325434e-91,0.785731308972316,0.232,0.108,1.77609977145735e-86,"4","RALA"
1.97635468874587e-90,0.501442754643054,0.483,0.29,4.83258248492141e-86,"4","JMJD6"
2.06812422513941e-90,0.624813883191355,0.388,0.22,5.05697735531087e-86,"4","NIN"
3.3294213921811e-90,0.587725003367588,0.385,0.217,8.14110118816124e-86,"4","ARID5B"
6.8659944628758e-89,0.539106799673898,0.46,0.276,1.67887296606239e-84,"4","MRFAP1"
8.05368466080966e-89,0.592649636533557,0.349,0.19,1.96928697326118e-84,"4","RAB10"
2.14320695071633e-88,0.507770167741527,0.537,0.343,5.24056963589156e-84,"4","PAK2"
5.32752924326394e-88,0.365855177005346,0.874,0.665,1.3026874505629e-83,"4","SLC25A3"
8.69974441214751e-88,0.584421455626648,0.401,0.231,2.12726150365831e-83,"4","MRPS6"
1.06560613847413e-87,0.605787368413371,0.382,0.217,2.60562012979694e-83,"4","MAZ"
1.9156821327054e-87,0.252471908633122,0.977,0.858,4.68422595089124e-83,"4","ZFP36L2"
9.27594428269788e-87,0.76119070981519,0.219,0.102,2.26815389600529e-82,"4","TBCD"
1.00772134739035e-86,0.837449272509132,0.296,0.157,2.46408023863888e-82,"4","YWHAH"
3.77240729297115e-86,0.552357250110714,0.244,0.116,9.22429031277306e-82,"4","JAML"
4.50248364236338e-86,0.585307411550207,0.372,0.21,1.10094730023069e-81,"4","RNF115"
1.0094911082185e-85,0.366334497656037,0.665,0.445,2.46840765781589e-81,"4","SDCBP"
3.10928772513572e-85,0.795204772097516,0.225,0.107,7.60283034550185e-81,"4","STAT5A"
5.5684899032281e-85,0.651652793840751,0.304,0.162,1.36160715113734e-80,"4","ARL8B"
1.11767833030609e-84,0.639942313230998,0.253,0.124,2.73294705326444e-80,"4","ELMO1"
1.57015889397276e-84,0.588773231039362,0.395,0.23,3.8393525275422e-80,"4","GBP2"
1.95637150912675e-84,0.451027983641734,0.622,0.411,4.78371961411674e-80,"4","PGAM1"
8.6194087565052e-84,0.40714685124106,0.718,0.507,2.10761782914065e-79,"4","AKAP13"
1.80611982261858e-83,0.326253625948623,0.858,0.648,4.41632419026695e-79,"4","LEPROTL1"
4.38212588402612e-82,0.669729826007547,0.345,0.197,1.07151742116207e-77,"4","HIST1H1E"
6.01341793059663e-82,0.547975854902843,0.43,0.258,1.47040095238949e-77,"4","VDAC1"
8.55038598134966e-82,0.4396207377232,0.693,0.484,2.09074038015962e-77,"4","TERF2IP"
9.33950840919982e-82,0.545394047782887,0.341,0.188,2.28369659621754e-77,"4","DCTN6"
1.77541538057622e-80,0.56445389228129,0.338,0.188,4.34124568858497e-76,"4","GNA13"
7.2679835761177e-80,0.70109145826577,0.245,0.123,1.7771673440323e-75,"4","TGIF2"
3.36686584803518e-79,0.468803992644767,0.558,0.366,8.23266037161562e-75,"4","CHD1"
4.20093578727188e-79,0.571781426597555,0.423,0.256,1.02721281870372e-74,"4","SERPINB9"
7.25064375298399e-79,0.763308086210214,0.208,0.098,1.77292741047965e-74,"4","MLLT3"
7.46778949524029e-79,0.404415376728269,0.399,0.23,1.82602388737616e-74,"4","SIRPG"
1.94590267413418e-78,0.473002633572569,0.481,0.298,4.7581212187929e-74,"4","IKZF3"
3.5230723703171e-78,0.353569753541125,0.628,0.433,8.61461655989936e-74,"4","HSPH1"
6.77962176657133e-78,0.390816554834006,0.772,0.57,1.65775311436202e-73,"4","DYNLL1"
1.07322387052016e-77,0.433080871540247,0.597,0.398,2.6242470081959e-73,"4","SURF4"
2.7641451912368e-77,0.494308037271698,0.473,0.295,6.75888782161223e-73,"4","PTPN7"
3.3114275486625e-77,0.513934566764912,0.521,0.34,8.09710264198955e-73,"4","SMARCA5"
3.40242947492203e-77,0.332936711270863,0.893,0.738,8.31962055207936e-73,"4","LSP1"
5.53827883319019e-77,0.469457483768659,0.504,0.323,1.35421994029166e-72,"4","CACYBP"
1.50810137487134e-76,0.431259278984969,0.726,0.533,3.6876094818354e-72,"4","CDC42"
1.5408789334588e-76,0.728991016429292,0.237,0.119,3.76775716809346e-72,"4","TOPORS"
4.46321217431326e-76,0.555858127575609,0.329,0.184,1.09134464086308e-71,"4","NFKB2"
5.95351344802055e-76,0.493293365946607,0.428,0.26,1.45575310830999e-71,"4","RAB27A"
6.73125790820642e-76,0.706677908431124,0.209,0.1,1.64592718371463e-71,"4","N4BP1"
1.42984267697709e-75,0.559013018107555,0.318,0.177,3.49625131374439e-71,"4","TRIM28"
1.59621339612132e-74,0.370112644651876,0.675,0.469,3.90306099619584e-70,"4","SET"
1.92924195974835e-74,0.435588009758293,0.351,0.198,4.71738243997667e-70,"4","DGKZ"
